title,link,authors,source,par_num,paragraph
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,2,"Хотя пожары в Иркутской области действуют вдали от населенных пунктов и не угрожают гражданскому населению, что тоже нередко случается в этом регионе, но в северной части находится разветленная нефтеперегонная инфраструктура, хорошо различимая на любой “спутниковой подложке”."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,3,"Важно оговориться как правильно читать “карту пожаров” и что в этом проекте так и осталось недоделанным. Часть термоточек относится к факелам на нефтевышках, а часть к пожарам.“Термоточки” это пикселы размером около 1 км, классифицированне как области пожаров — такова, к сожалению, разрешающая способность аппаратуры спутников в ИК каналах и ничего лучшего по соотношению оперативность — разрешение — глобальный охват пока так и не взлетело в Космос."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,4,"Как их, термоточки, различить? Когда-то мы начинали краудсорсинговый проект, идеей которого было сперва детектировать аналитически — техногенные термоточки характерно локализованы в одной области, а потом перепроверить и дополнить с помощью пользователей все такие источники, как то — вышки, заводы и т.д. Поскольку проект не был закончен, на карте термоточек можно видеть такую картину."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,5,"Поэтому если вы видите, что НПЗ уже накрыла волна пожаров, скорее всего, это их собственные факела от сжигания попутного газа. И можете не сомневаться, что в Сибири они все время горят, если идет перегонка. Иркутское месторождение принадлежит компании НК “Дулисьма”, у которой, судя по скандальным материалам в интернете, и других проблем хватает, кроме “Парижских соглашений” и того, что от лесного пожара может загореться НПЗ с нефтехранилищем."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,6,"Итак, что можно извлечь по “космосу” из того как развивается ситуация с пожаром и какие сопутствующие риски предположить?Насколько можно судить по снимкам, лесной пожар, 19го июля, действовал на расстоянии около 14 км от НПЗ. Причем для определения этого нам понадобились снимки более высокого разрешения — на картинке ниже."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,7,"А 20го июля задымление уже настолько плотное, что местоположение пожара на снимках Planet разглядеть не удается. При мультиспектральной спутниковой съемке используется аппаратура, регистрирующая излучение в средневолновом ИК, позволяющее проникать сквозь дым, но в этих данных такой диапазон отсутствует.Что еще можно сделать? Посмотреть направление ветра и узнать, что по прогнозу в ближайшие 48 часов он продолжает дуть в том же направлении, куда направлен дымный шлейф."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,8,"Хорошая новость для Дулисьмы. Если вы внимательно посмотрели на скриншот детальной спутниковой подложки выше — ситуацию отчасти спасает рельеф местности — основную площадку, на которой размещены запасы нефти, отделяет от пожара речка и относительно безлесый участок. Поэтому, возможно, на этот раз пронесет."
Нефтеперегонка и пожары в зоне мониторинга второго уровня,https://medium.com/@geoalert/%D0%BD%D0%B5%D1%84%D1%82%D0%B5%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D0%BD%D0%BA%D0%B0-%D0%B8-%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B-%D0%B2-%D0%B7%D0%BE%D0%BD%D0%B5-%D0%BC%D0%BE%D0%BD%D0%B8%D1%82%D0%BE%D1%80%D0%B8%D0%BD%D0%B3%D0%B0-%D0%B2%D1%82%D0%BE%D1%80%D0%BE%D0%B3%D0%BE-%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8F-3863891247f9?source=tag_archive---------0-----------------------,https://medium.com/@geoalert,Medium,9,"Лучше оперировать фактами — со спутников видно, что пожары на севере Иркутской области реально угрожают объектам НПЗ. Будем продолжать наблюдать, если цвет с белого дыма горящего леса поменяется на черный от горящей нефти, будет о чем написать в следующем сообщении. Не хотелось бы."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,1,"Today, the Astraea team is excited to announce the debut of Earth OnDemand: our searchable database of global analytics-ready imagery. Our team has worked countless hours developing a way for everyone to access the potential within satellite imagery. With the launch of our first public beta product, that effort begins to pay off. While this launch represents just one piece of the full Astraea platform (see our full vision HERE), the following is some context into the creation of Earth OnDemand."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,2,Accessing Satellite Imagery is a Problem
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,3,"Earth OnDemand began with the realization that finding and using Earth-observing data is overwhelming. If you’ve been following the news over the past few years, you have probably heard that companies like SpaceX and BlueOrigin are disrupting the space industry."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,4,www.washingtonpost.com
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,5,"One effect of this disruption has been the multitude of Earth Observation (EO) satellites launched in recent years. There are now dozens of companies, some with hundreds of satellites, all competing for your attention. In total, there are over 600 satellites collecting petabytes of data about our planet every day."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,6,"To make matters even more complicated, most of those providers operate their own online imagery stores. Each requires a user account to browse their archive. As a result, it can take hours to understand the quality and availability of imagery and the insight you can derive from it. If your company’s data scientists and GIS professionals are anything like ours, they have more important things to do."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,7,Earth OnDemand is the Solution
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,8,"Earth OnDemand is the simplest way to find EO data, regardless of origin, resolution, or location. With our intuitive interface, you can spend more time on discovery and less on drudgery. Using Earth OnDemand, finding relevant imagery is as straightforward as defining an area and time of interest, choosing the data you want to save, and downloading an image or exporting to a CSV file or Jupyter notebook."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,9,Here’s How to Search
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,10,Earth OnDemand is available for you to try today! Here are some simple steps to get you started. The image below is a screenshot of the application.
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,11,What Else Does it Offer?
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,12,"Besides the signature look and feel, there are a couple of other features which make Earth OnDemand stand out."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,13,"First, Earth OnDemand has a near-live data refresh. Most mapping applications offer images on a delay, sometimes as much as three years. We recognize that a lot can change in that time, so we furnish images as soon as they hit the market."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,14,"Second, we believe that the future is pixel-agnostic. The capabilities of a given data source should not hinder your analysis. That is why every brand, every data source, is treated equally in Earth OnDemand. This is more than just a philosophy; we live by it. By helping shape initiatives such as STAC, we continue to foster an open ecosystem of collaboration."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,15,What’s next?
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,16,"While we’re thrilled that Earth OnDemand is open to the public, we are even more excited about the features coming next. After all, this product is still in beta testing. In the coming months, you can look forward to:"
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,17,"Check it out! Earth OnDemand is live for you to use! If you want more information and documentation of how to get started, you can head over to our Earth OnDemand product page. If you have ideas of how to improve Earth OnDemand, find a bug in the tool, or just want to give general feedback, reach out at info@astraea.earth We would love to hear from you."
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,18,We’re excited to discover how you use Earth OnDemand to explore the greatest dataset on Earth: the Earth itself!
Introducing Earth OnDemand,https://medium.com/astraeaearth/introducing-earth-ondemand-6e08746b8535?source=tag_archive---------0-----------------------,https://medium.com/@AstraeaEarthAI,Medium,19,The Astraea teamwww.astraea.earth
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,1,"The growing interest in Earth observation (EO) in the last years made many realize how useful and valuable satellite data are. It has also resulted in the development of numerous applications using remote sensing. Freely available web applications like Sentinel Playground and EO Browser give everyone with internet access the opportunity to explore and visualize satellite data in almost real-time. The powerful feature of custom scripting within EO Browser provides deeper insight and easier analysis of the data. To spread its awareness and activate more people helping everyone understand our planet better, our Sentinel Hub team partnered with the Copernicus EU Earth Observation programme and the European Space Agency (ESA), and initiated the Sentinel Hub Custom Scripts Contest."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,2,The success of the first Contest organized in Spring 2019 motivated us to start planning the second one. By reading this blog we hope you will get an impression of how easily you can create useful custom script and get the motivation to submit your own. You will already have a chance to do so in the coming Autumn.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,3,"All the scripts submitted to the Contest need to run within the EO Browser. This fact actually makes your job as a participant as easy as it can be. EO Browser offers a powerful option of inserting your own custom script and see immediate results visible on the selected satellite data. Since it provides you with access to various data sources globally, you will be able to test your script on different cases all around the world."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,4,Writing a useful custom script for the EO Browser gives you the opportunity to better understand our planet and win some awesome prizes on the way.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,5,You can higher your chances to win an award by simply putting several irons in the fire. You are allowed to hand in up to three different scripts either as a single author or as a representative of a group. The Contest can even become an interesting project either for high school or university science classes.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,6,"There are several requirements which need to be considered. Together with the script, you will have to hand in a description on what your script can be used for and an explanation on how it is achieving that. Beside general description of the script the following information is required:"
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,7,"During the evaluation process the scripts will be evaluated by their originality, scientific relevance, global applicability, business/commercial potential and visual appeal. The best three scripts and the best SAR script will be awarded with attractive prizes."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,8,"Even if the next Sentinel Hub Custom Script Contest starts on October 15, 2019, there is no reason for you not to start exploring the capabilities of EO Browser and play with custom scripts already today."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,9,"And if you are new to custom scripting, no worries. As preparation for the next challenge, we have created a short Custom Script Tutorial which will help you create beautiful and informative satellite images for your own purpose. With a little help of our friendly PDF tutorial you will be able to create simple custom scripts and continue investigating on your own."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,10,Some help and instructions on how to get started with custom scripting can also be found at the following links:
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,11,"We hope that we triggered your curiosity and give you just enough motivation to dive into the beautiful world of the custom scripts. If you decide to participate in the Contest even better. But, if you still need some convincing, continue reading and learn more about the awarded scripts from the first Contest! You just might get the right idea to get you started."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,12,Follow us on Twitter to stay updated and join our Forum with the dedicated topic.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,13,"All the awarded scripts that were submitted to the Contest in Spring are at your disposal on our GitHub repository. For direct links see the list of the results by categories below. The winners were announced during the Living Planet Symposium in Milan on May 15, 2019 and published on the Contest’s web page."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,14,We were most pleased to see many students among the participants and we hope that the Contest becomes an interesting project either for high school or university science classes in the future.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,15,"Received scripts were categorized in several categories, such as Agriculture and Forestry, Marine environment, Snow and Glaciers, Disaster management and prevention (wildfires, floods, hurricanes, etc.), Air quality and Urban planning, and other scripts (all not fitting into one of the other categories)."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,16,"The winning script in the category of Agriculture and Forestry is the Anomaly Detection script which has a goal to calculate the “anomaly” of an index, avoiding clouds. The author used the Normalized Difference Vegetation Index (NDVI), but this can be easily changed. To read more about his multi-temporal script we recommend reading our guest blog post Sentinel Hub supporting IBISA in the Crop Micro-Insurance Field."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,17,"The Forest Cut Temporal Detection script exposes the importance of forests and their essentiality for wildlife, biodiversity and to fight climate change. In order to map forest cutting from one year to another, this script compares:"
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,18,"For more details, we invite you to continue reading the author’s guest blog post Mapping deforestation with Sentinel Hub."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,19,"Pseudo Forest Canopy Density (pseudo-FCD) script classifies each pixel into one of the categories (High Forest, Low Forest, Grassland, Bare Land, Water and Unknown). This allows the user to explore forest zones to fight deforestation, for agricultural purposes and even for city planning."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,20,"FCD is calculated using four different indices, such as Advanced vegetation index (AVI), Bare soil index (BI), Canopy shadow index (SI) and Thermal index (not used in author’s script). The pseudo-FCD script (and hence the name) implements a custom version of the AVI, BI and SI indices. It can be used with Sentinel-2 L1C and L2A."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,21,"As the main drawback, the script has problems with some water bodies. Although the default thresholds for each category work quite good for most of the situations (and locations), they can be tweaked depending on the location to fine tune the results. The script can also be configured to avoid detecting water bodies."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,22,"The White-Water Detection script can be used for mapping white-water zones. Its primary focus is on detecting the white-water on the coastline. It can also be used for the detection of white-water on rivers. The most useful way to analyze white-water zones is with multi-temporal analysis. Nevertheless, it can also be used directly on a single image."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,23,"The White-Water Detection script has many benefits among which are improvement of bathymetric mapping from multi-temporal analysis of Sentinel-2 data, erosion level evaluation, identification of reef or submerged reef, bathymetry slope evaluation, civil engineering (potential location for new ports, coastal protection structures and measures), maritime navigation, wave hydrodynamics (swell direction etc.), surf zone habitat identification, wave breaking numerical modeling validation, detection of new reef or island, wind conditions detection, ships location, new surf spots identification and similar."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,24,"The second runner in the category Marine Environment is the Ocean Plastic Detector Prototype script which is adapted to Sentinel-2 Level-1C images. It separates land from water using the Normalised Difference Water Index (NDWI) and displays land in natural colour. On the water, it should display the presence of plastic in the water on a dark blue/yellow scale, with dark blue representing no contamination. The prototype does not work reliably but it is a proof of principle in an emerging and pressing area with current, active research."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,25,"The winning script in the category Snow and Glaciers — Monthly Snow Report — is exposing the areas where snow is persistent for the last 30 days (from the chosen date). In order to well represent the land-cover, the script will store each pertinent date in a list and will represent the median value."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,26,"The script has a few limitations such as detecting white rooftops, and the situations when no unclouded pixel is available in the previous 30 days. Thus, it is possible to make the script working with 90 days in order to have a trimonthly synthesis."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,27,"The Snow Cover Change Detection script calculates the Normalized-Difference Snow Index (NDSI) for any given region for the last three months and renders the results so that areas which have gained/lost snow can be easily identified. This script works great for viewing snowfall in the autumn months or snow retreat in the spring. Additionally, this script can be used to visualize glacial retreat or advance in polar or high mountain regions."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,28,The author of the Detecting Deep Moist Convection (DC) with Sentinel-2 has developed a very simple script for detecting DC with the Sentinel-2 L1C dataset which can be modified for the L2A and Sentinel-3 datasets as well.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,29,"Deep moist convection (DC) is associated with hazardous weather phenomena such as torrential rainfall and flash floods, severe convective wind gusts, large hail, and tornadoes. The latent heat release inside deep convective clouds plays a crucial role in several phenomena, e.g. the intensification of hurricanes and cyclones in general. Several studies have shown that DC and overshooting cloud tops penetrate the lowest stratosphere and allow the exchange of gases from the troposphere deep into the stratosphere."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,30,The author describes the performance of the algorithm in a case study in Greece in April 2019. There is a potential for this script to be further optimized and evaluated in the near future and he would be interested to use external sources to provide the best possible results.
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,31,"The main goal of the Seldom and Regular Water Surface Detection script is to identify possible seldom water zones (flood areas, karst lakes, sinkholes, springs, etc.; red colour) and regular water zones (lake, river, etc.; blue colour) in a selected timeline. In addition, the script identifies locations with high inclinations of terrain (building, road, bridge, ridge, cliff, mountain, hill, etc.; white colour)."
Why join the next Sentinel Hub Custom Script Contest,https://medium.com/sentinel-hub/why-to-join-the-next-sentinel-hub-custom-script-contest-f3adb6c8e92c?source=tag_archive---------0-----------------------,https://medium.com/@sabina.dolenc,Medium,32,"The results of the script can be used as a basic tool for warning flood maps. Alternately, the script can be also used for monitoring water surface extend in (artificial) lakes or open reservoirs. It must be used only in multi-temporal processing with a fair number of samples (recommended 30). Value of data (VV, VH, etc.) varies strongly with satellite orbit in mountain areas. Therefore, the script might not be as useful as in flat or low hills areas. In addition, detection of flash floods is almost impossible as a result of resolution (10m) and time limit (usually maximum is only one image per day)."
