,title,par_num,paragraph
0,France Space Defence Strategy 2019,48,"blocks of systems that need to be used in parallel by including them in the military space operations command and control system in order to control their definition and the appropriate levels of confidentiality and sovereignty.3.3.2.3 Space-related intelligenceSpace-related intelligence concerns the characteristics, performance and status of space objects and the capacity of other States to interfere with our national interests in space.It is prepared by the ministrys intelligence operatives, drawing on all available resources (national sensors or intelligence-sharing with partners).3.3.2.4 Space environment dataAn essential complement to SSA, this mainly comprises space meteorological data. Synergy will be sought with the services offered by the European Union. The data will contribute to assessment of the issues associated with making our space assets more resilient to space risks of natural origin.48 49SPACE DEFENCE STRATEGY  2019 SPACE DEFENCE STRATEGY  20193.3.3  Protecting and hardening our space capabilities  From the outset, the development of any weapons system incorporates a detailed analysis of threats and how they may change, from which appropriate measures to protect against them are deduced. Military space systems are no exception: their development currently incorporates protection against potential threats from Earth (electromagnetic aggression, cyber-attack, high-altitude nuclear explosion). They must therefore systematically incorporate responses to emerging threats in space.The first measure to protect our satellites is based on detailed space situational awareness, considered earlier.Plans are already in hand for the protection of future defence satellites (Syracuse IV, CERES and CSO). Additional measures must be taken where relevant in order to make them more resilient.In the longer"
0,France Space Defence Strategy 2019,49,"term, technological initiatives will be taken in order to harden the future generation of satellites.Observation of the close environment of satellites may also help to strengthen their protection. Capabilities of this type will be implemented on board the Syracuse 4A and 4B satellites in order to detect any approach by another satellite.3.3.4  Acquire a capability to defend our interestsIn order to be able to implement Frances space defence strategy and better protect our space capabilities (know and act), it is crucial to give the armed forces the capabilities to defend us in space.  Studies and demonstrators over the period of the Military  Planning ActEarmarking over 3.6 billion for space, MPA 2019-2025 must provide the armed forces over the period with initial capabilities that enable them to carry out operations in space.A long-term capability by 2030The efforts made under MPA 2019-2025 must be the springboard for full capability by 2030.These capabilities will be integrated, as sensors and effectors, into the scope of the future military space operations command and control system, the initial studies for which will begin as of MPA 2019-20253.3.5  Contribute to ballistic missile defence (BMD)3.3.5.1  ContextThe threat posed by the proliferation of ballistic missiles is an established fact among both State and non-state actors. The appearance of terminally guided ballistic missiles, which are much more accurate than conventional missiles, will expose the armed forces to a greater threat. 3.3.5.2  State of playBallistic missile defence is based on three types of capability:-  early warning (surveillance and detection by"
0,France Space Defence Strategy 2019,50,"satellite and/or radar depending on the missiles range);-  a command and control system to coordinate information, estimate the impact zone and decide on interception;-  interception capabilities (radar guidance and interceptor missiles).NATO members concern for territorial missile defence was addressed through the NATO Ballistic Missile Defence (BMD) programme and policy at the Lisbon Summit in 2010, complementing the Alliances existing Theatre Ballistic Missile Defence (TBMD). The programme is based on voluntary national contributions, with only command and control being jointly financed. The US is the only power to date with a comprehensive set of territorial BMD resources.Frances contribution to NATOs BMD capabilities is currently based on the SAMP/T land-based medium-range air defence system.50 51SPACE DEFENCE STRATEGY  2019 SPACE DEFENCE STRATEGY  2019In addition to SAMP/T, in the 2008 Defence and National Security White Paper France stated its intention of acquiring an early warning capability. This need, reasserted within NATO after the decisions taken at the 2010 Lisbon Summit, also features in the 2017 Strategic Review, which identified early warning as a capability to be enhanced.3.3.5.3  OutlookA comprehensive early warning capability draws on complementary space- and ground-based components. For the ground-based aspect, the armed forces have the very long range radar demonstrator handed over in 2016 and currently undergoing trials.For the space-based component, the SPIRALE space demonstrator was operated in orbit between 2009 and 2011.3.4  Develop space defence expertiseThe growing importance of space also implies a significant human resources element, involving the cultivation of expertise based on three pillars:-  a training resource,"
0,France Space Defence Strategy 2019,51,"the space academy, which coordinates existing training and is open to other ministries and our foreign partners, providing high-level training leading to recognised qualifications;-  specific, varied and well-rewarded career paths from initial recruitment to senior managerial positions;-  an outreach strategy to give the service the necessary long-term visibility, recognition and attractiveness.3.4.1  A training resource: the space academyThe space academy will nurture space defence expertise and enhance skills at all functional levels. It will act as the ministrys training expert for space.Initial space training will give recruits or staff already working in the area a core knowledge base and nurture the ministrys space community. A necessary first step, it will be supplemented by the introduction of a training path adapted to each individuals functional level and area of expertise.Targeted training opportunities will be identified, ranging from short conversion courses to specialist masters degrees within various institutions, especially elite engineering schools under ministry oversight, and provided according to needs and career paths. The academy will coordinate all the training offered.The space academys expertise and training courses will be open to partners from other ministries and other countries, especially to support exports of space systems, and to other stakeholders in the sector (CNES, ONERA, industrial firms, other EU Member States, etc.). It may be a prime forum for exchanges and encounters with academic and industrial players in the space sector, with the particular aim of encouraging innovation. Its action in that respect will complement that of a Sp@ce l@b set up with the space command in"
0,France Space Defence Strategy 2019,52,"liaison with the defence innovation agency.3.4.2  Specific, varied and well-rewarded career pathsThere is a need to create and maintain a pool of experts and specialists, backed up by personalised and proactive management.Because the sector draws on different backgrounds (intelligence, information and communication systems, etc.) and crossover career paths, a cross-cutting approach to the management of space skills and the pool of experts will be needed. That role will be taken by the employer, in liaison with other managers, especially the armed forces, the Directorate of Military Intelligence (DRM) and the Joint Directorate of Infrastructure Networks and Information Systems (DIRISI).52 53SPACE DEFENCE STRATEGY  2019 SPACE DEFENCE STRATEGY  2019For officers, the creation of a Space specialisation at the Air Force Academy in Salon-de-Provence will provide the necessary structure within the armed forces. The annual intake for the specialisation will include career officers, contract officers and category A civilian personnel with scientific or space expertise. Opportunities for transfers will enable officers from other specialisations to join the sector.Non-commissioned officers and category B civilian personnel may continue their career within the space sector or return to their original specialisation.3.4.3  Greater visibility, recognition and attractivenessThe creation of a space family within the ministerial employment opportunities template will offer greater visibility and provide significant leverage in order to build up the sector. Positions of interest for space within the ministry will be specially flagged up.ANNEXESANNEX 1  MEMBERSHIP OF THE WORKING GROUPANNEX 2  ABBREVIATIONS54 55SPACE DEFENCE STRATEGY  2019 SPACE DEFENCE STRATEGY  2019ANNEX 1MEMBERSHIP OF THE"
0,France Space Defence Strategy 2019,53,"WORKING GROUPUnder the direction of Mr Martin Briens, head of the Armed Forces Ministers civilian and military office, the Space working group  included, around Mr Herv Grandjean, adviser for industrial affairs:Armed Forces MinistryChief of Defence Staff  Lieutenant General Eric Bellot des Minires, Deputy Chief of Defense Staff Planning Colonel Ludovic PinonColonel Franois-Yves le Roux Directorate General of Armaments General engineer Caroline Laurent, Director of Strategy Mr Jean-Paul GranierChief engineer Jean ReixChief engineer Alexandre LahousseDirectorate General for International Relations and Strategy Mr Guillaume Schlumberger, Director for Defence Strategy, Counter-Proliferation and Strategic ForesightChief engineer Frdric PlanchonLieutenant Colonel Alexandre Godefroy (rapporteur of the working group)Air ForceBrigadier General  Dominique Arbiol, Deputy Chief of Air Force Staff Synthesis  Colonel Thomas VinotteLieutenant Colonel Thierry CattaneoJoint Space CommandBrigadier General Michel Friedling, Chief of the Joint Space CommandColonel Thierry BlancColonel Didier Beaumont Colonel Emmanuel CapliezColonel Emmanuel AllainCaptain Jrmie AyadiDirectorate of Military IntelligenceColonel Laurence VenatColonel Jean-Guillaume MoalicArmed Forces Inspectorate Inspector Olivier PernaudetArmed Forces General InspectorateGeneral engineer Vincent Imbert, General Inspector of the  Armed Forces - ArmamentGeneral Vincent Carre, General Inspector of the Armed Forces  Air ForceLegal Affairs DirectorateMrs Claire Legras, director of legal affairsMajor Mickael DupenloupArmed Forces Ministry Military Cabinet Colonel Vincent GiraudNavy Captain Vianney DroulleColonel Matthieu KesslerMinistry for Europe and Foreign Affairs Mr Nicolas Roche, Director for Strategic Affairs, Security and DisarmamentMrs Elisabeth Meyer56 57SPACE DEFENCE STRATEGY  2019 SPACE DEFENCE STRATEGY  2019ONERAMr Jacques LafayeCNESGeneral engineer Lionel SuchetLieutenant General (r) Philippe SteiningerMr Frdric PradeillesANNEX 2LISTE DE SIGLES UTILISESA2/AD  ........................ Anti Access/Area DenialADR ............................ Active Debris RemovalASAT"
0,France Space Defence Strategy 2019,54,"........................... Anti-satellite weaponBMD ........................... Ballistic Missile DefenceC4/ISTAR  ................... Computerized Command, Control,  .................................... Communication/Intelligence,  .................................... Surveillance, Target Acquisition  .................................... and ReconnaissanceCOPUOS ..................... Committee on a Pacific Use of Outer Space   ....................................... (AGNU)CSO ............................ Optical Space ComponentDGA ............................ Directorate General of ArmamentsDTIB ........................... Defence Technological and Industrial Base  EDF............................. European Defence FundELISA .......................... Electronic Intelligence by SatelliteESA ............................... European Space AgencyFCAS  ............................. Future Combat Air SystemGGE PAROS .................. Group of Governmental Experts on the  ....................................... Prevention of an Arms Race in Outer SpaceGNSS ............................ Global Navigation Satellite SystemGPS ............................... Global Positioning systemHAPS ............................. High Altitude Pseudo SatelliteISR ................................. Intelligence, Surveillance, ReconnaissanceNATO  ............................. North Atlantic Treaty Organisation PPWT ............................ Treaty on the Prevention of the Placement   ....................................... of Weapons in outer space, Threat or use  ....................................... of force against Outer Space ObjectsSATCOM ........................ Satellite CommunicationsSGDSN .......................... Secretariat General for Defence  ....................................... and National Security58 59SPACE DEFENCE STRATEGY  2019 SPACE DEFENCE STRATEGY  2019SSA................................ Space Situational AwarenessSST ................................ Space Surveillance and TrackingSTM ............................... Space Trafic ManagementPle cration - Bureau des ditions - novembre 2019 Impression Ple Graphique de Paris"
0,France CNES Policy 2022,1," FOREWORD  04  PHILIPPE BAPTISTE06 CNES AT 6007 STRATEGY 07 OPC 2022-202508 BUDGET09 SPACE STIMULUS PLAN   10  ECONOMIC COMPETITIVENESS11 APPLICATIONS & DATA   14 NEW SPACE     16 SOVEREIGNTY 17 LAUNCHERS   20 DEFENCE    22  SCIENTIFIC  COOPERATION 23 SCIENCES    26 CLIMATE27 EARTH OBSERVATION     30  HIGHLIGHTS IN 202232 CNESCNES 2   22FOREWORD  Philippe BaptisteCNES Chairman & CEOWhat are the main strategic aims of the agencys  New Spaces Objectives and Performance Contract covering 2022-2025 in response to the fast-changing space landscape?Its clear that global competition in science and technology  is rapidly gaining pace, while space is more crucial than ever  to the high stakes of the decade ahead. With this in mind, the new Objectives and Performance Contract (OPC) signed with our overseeing ministries for 2022-2025 is founded on four pillars: sovereignty, i.e. France and Europes strategic independence; scientific cooperation, working to project Frances influence; climate; and economic competitiveness, bringing new players into the fold to make Frances space industry more competitive.The new OPC also puts the emphasis on changing how we work. Over the next four years, we must achieve more subsidiarity and agility in everything we do, while taking the benefits of our actions to a broader base and enhancing our technical skillset. These changes will enable CNES to refocus its efforts on missions that deliver high added value and on disruptive innovation.04With France and Europes strategic independence"
0,France CNES Policy 2022,2,"one of the key stakes of the new OPC, what is CNESs strategy to strengthen our national sovereignty in an increasingly complex global environment?Guaranteeing Frances and more broadly Europes  independent access to space is how we will strengthen  our national sovereignty. Our first goal in this regard is to get Ariane 6 off the ground and ensure its future commercial  success. We must also lay plans for the future by starting work on the launchers of tomorrow, notably reusable launchers with the lowest possible operating costs, while making the Guiana Space Centre the worlds leading spaceport. Strengthening national sovereignty also implies supporting the ramp-up  of our military space capability.What role does CNES have to play addressing growing concerns about climate change and social issues?As a government agency, CNES has a clear corporate social and  environmental responsibility. Weve set out a CSR strategy aligned with the United Nations Agenda 2030 and Frances roadmap  for attaining the UN Sustainable Development Goals. This strategy commits us to curbing our environmental footprint, preserving biodiversity and fostering greater gender equality at all levels  of management.Were also engaging our efforts through projects delivering ever more data vital to support work on biodiversity and climate science. Space is the thermometer of our planet and an effective way to tackle the issue of global warming that concerns us all.Riding on the momentum from the historic launch of  the James Webb Space T elescope at the end of last year, 2022 is set to see a wealth"
0,France CNES Policy 2022,3,"of scientific projects and joint missions. What areas of cooperation do you intend to focus on in the years ahead?First of all, I want to congratulate all of the teams at CNES and our partners for the successful launch of JWST by Ariane 5 last 25 December from the Guiana Space Centre. The precision of the launch has already extended Webbs service life by several years before it even starts operating. I want CNES to continue structuring partnerships vital to space science: at national level, by maintaining close ties with the entire French ecosystem, from research laboratories and industry to ministries, local  government and start-ups; at European level, by continuing  to lead Frances contribution to the European Space Agencys science programme; and at international level, by pursuing development of the strategic projects engaged by our many partners in space. Were hearing a lot right now about returning to the Moon and later possibly sending crewed missions to Mars.  What role should Europe and in particular CNES be playing in these new ambitions?Thomas Pesquets ISS missions and the leading space  powers projects to build bases on the Moon and possibly Mars are fantastic for the space sectors visibility. CNES is enabling France to play a key role in these endeavours through ESAs European Exploration Envelope Programme (E3P), which affords regular flight opportunities to the ISS and in the near future to the Gateway or the lunar surface. Europes project must be inspired by this conquering spirit of space exploration, which is why "
0,France CNES Policy 2022,4,"developing human spaceflight missions in Europe is something that merits being reconsidered.Since taking the helm at CNES youve emphasized  the new challenge of exploiting space data. Can you set out your vision in more detail?Space data have become an essential feature of our lives.  The space value chain is shifting further downstream with  the countless services were supplying to industry and citizens. Be it for research, business or the environment, digital and space technologies will be driving growth in the years ahead.  We must therefore nurture and support businesses and  start-ups that need space data to invent new services.With CNES celebrating its 60th anniversary this year  and signing a new OPC with its overseeing ministries,  how does it stand between its heritage and future horizons?CNESs long history of success is something we can be proud of. In 60 years, weve cultivated a world-renowned space science community, built a European agency with our partners  federating the efforts of all and spawned manufacturers  that are today world leaders in their field. Our role today is not the same as it was in the past, and were now poised to write  a new chapter. But the common thread linking past, present  and future is our ability to work together and go the extra mile  as we serve the nation through our shared passion for space.0506CNES 2   22Sixty years ago, France formed its space agency to federate national efforts. CNES (Centre National dEtudes Spatiales) has been"
0,France CNES Policy 2022,5,"a key player in the space adventure ever since its inception on 19 December 1961 and is today gearing up to face new challenges. With its eye on preser-ving Europes independent access to space, notably through the Ariane programme, CNES continues to innovate in working towards cheaper and reusable future laun-chers and is poised to usher in Ariane 6, while also developing and modernizing the Guiana Space Centre. Over the years, our agency has partnered with French and Eu-ropean research laboratories and manufac-turers of all shapes and sizes to build scien-tific excellence, strategic independence and economic competitiveness for the nation and for Europe. Thanks to our vigorous cooperation policy and solid tech-nical expertise, CNES has succeeded in cultivating a space ecosystem of excellence in France. Through the syner-gies thus created, we have achieved major world firsts and  developed vital tools to address issues shaping the future such as climate change, health and safety, while also advan-cing knowledge and furthering human deep-space explora-tion. Our role is therefore to contribute through our topflight skills to our ecosystem so that it can innovate, prepare us for the changes ahead and keep pace with in-ternational competitors in the fast-moving New Space arena. For six decades now, CNES has paved the way for applications and new uses of space. Space data are set to change our lives in so many ways, sup-porting increasing numbers of social and economic stakeholders, and are more than ever central to our agencys strategy. But what makes CNES above all is its people, who for"
0,France CNES Policy 2022,6,"the last 60 years have gone the extra mile while adapting continuously to carry forward large-scale projects for the benefit of all, fired by their shared passion for space.The government has entrusted us with a key role in its space policy from the outset and is today renewing its faith through our Objectives and Performance Contract for 2022-2025.60 years for the future#CNESat60     #PrideinCNESI want to tell you how proud  France is to have an agency  like CNES for 60 years now,  to express the nations thanks  for the dedication of its people,  for the diversity and  excellence of their skills,  and an unwavering commitment  to their noble mission.Jean Caste x, Prime Minister,  15 DECEMBER 2021years07CNES is boosting  the French space industrys  competitiveness, helping the ecosystems stakeholders to diversify not only through development of disruptive technologies  but also by establishing new partnership  and co-funding models with industry.  We are thus supporting the transition from  an infrastructure-based economy  to a data-driven model, as we seek  to advance new applications  and services.T o sustain  Frances national sovereignty,  CNES is engaged in the Ariane 6  programme, helping industry  and entrepreneurs to conceive the  low-cost reusable launchers of the future. We are supporting the ramp-up  of military space capabilities and  playing a prime role in acquisition  and processing of  satellite data.And in a world  increasingly prone to climate "
0,France CNES Policy 2022,7,"disruptions, CNES is making climate science a top operational priority  and consolidating its commitments, notably through its Earth-observation programmes and the  Space Climate Observatory (SCO).  We are also leading by example in  reducing our environmental footprint  and being a socially responsible  employer.Pursuing our  remit to serve science,  CNES is leading ambitious missions and extending French excellence  in Europe and worldwide  through its efforts to sustain space science research and a vigorous cooperation policy.The pace of change in the space sector and the  new landscape are also changing the way CNES works,  with more subsidiarity, more stakeholders  and more agility, while preserving and honing  our technical expertise.CNES has always moved with its times,  and is committed alongside its overseeing ministries  to meeting these new challenges to serve science,  progress and national and European sovereignty.Sovereignty, scientific cooperation, climate science  and economic competitiveness will subsequently form the four strategic pillars of Frances space policy. In charting its course towards these new spaces, CNES is committed to operational goals that will further excellence and ambition, enabling space  to fuel a broad spectrum of the economy and a wide range  of government policies.OPC 2022-2025Every five years, the government and CNES set the agency's roadmap in its Objectives  and Performance Contract (OPC). Under the banner of New Spaces,  the OPC for 2022-2025 comes at a time of increasing competition in the fields  of space science and technology.NEW  SPACES08STRATEGYBUDGETEvery"
0,France CNES Policy 2022,8,"year, CNESs budget is voted by our board of directors and our accounts  are signed off by our auditors. In line with the agencys objectives, our income  and expenditures are examined by independent bodies mandated to ensure they  are used as intended, notably for the benefit of Frances industry, scientific community  and space ecosystem. In 2020, CNESs budget remains high, showing the strong priority given to space  and enabling the agency to continue engaging new activities despite the large number  of programmes already underway.WHO  FUNDS CNES?T o accomplish our mission on behalf of the government,  CNES receives funding from multiple sources:  public service subsidies, the PIA future investment programme, the stimulus plan and external sources for programmes where  we have delegated responsibility (DGA, ESA, Eumetsat, etc.).2022 BUDGET: 2,566mSUBSIDY FOR ESA CONTRIBUTION:1,184mNATIONAL  PROGRAMME SUBSIDY:  740mOWN  RESOURCES: 558mSTIMULUS  PLAN:  55mPIA FUTURE  INVESTMENT PLAN:29m09Space stimulus planCNES HAS BILATERAL  AND MULTILATERAL PARTNERSHIPS WITH NO FEWER THAN  COUNTRIES AND INTERNATIONAL ORGANIZATIONS.2030PLAYING OUR FULL PART  IN THE NEW SPACE ADVENTURET o meet this challenge, the governments France 2030 investment plan is deploying 30 billion over five years,  of which 1.5 billion devoted to space will from 2022  be supporting reusable mini-launchers, microsatellites  and minisatellites, constellations and technology  and service innovations.T o ensure rapid results from this plan, three initial budget lines for contracts were put in place in 2021 via targeted calls for projects for SMEs and mid-tier firms,"
0,France CNES Policy 2022,9,"collaborative calls for consortia and innovative calls for start-ups and SMEs.This year will see the nanosatellite plan come to fruition  to bolster and structure this emerging ecosystem. Projects selected will be required to demonstrate or flight-prove  innovative equipment by no later than mid-2023.CNES has sole responsibility for executing this space stimu-lus plan. Its implementation is also overseen by a steering committee composed of DGE, the French enterprise agency, and the Budget Directorate, for the Ministry of the Economy, Finance and the Recovery; DGA, the French defence procure-ment agency, for the Ministry of the Armed Forces; and DGRI, the French research and innovation agency, for the Ministry for Higher Education, Research and Innovation (DGRI).A GO-TO PARTNERWhile space is a commercially competitive arena, it also  offers fertile ground for collaboration, especially in science and exploration. As a pivotal player in space cooperation,  CNES intends to pursue and step up foundational collabora -tions with its European partners and the worlds major   space powers, as well as with new entrants. Our partnerships aim to foster scientific, technological and industrial relations in support of the strategic aims of Frances foreign policy.DIPLOMACY IS THE KEYInternational relations are all about diplomacy, and space is no exception. Our space advisors in Brussels, Berlin, Washington D.C., Moscow, T okyo, Bangalore, Abu Dhabi and Beijing are constantly seeking to consolidate coopera-tion with the agencys longstanding partners. Working day to day in close contact with their local contacts, they assist Frances ambassadors in all matters pertaining to space.FRANCET o support a"
0,France CNES Policy 2022,10,"quick and lasting recovery for the French economy hard hit by the COVID-19 health crisis, the government has deployed an exceptional stimulus plan worth 100 billion. Under this plans Competitiveness budget line, more than 365 million in new funding is being injected across the French space industry through CNES.CALLS FOR PROJECTS ISSUED  AND OPERATED BY CNES1 - LiteBird project agreement signing with CNES Chairman & CEO P . Baptiste and JAXA President Dr. Hiroshi Yamakawa110CNES 2   22CNESs mission is to tap into the full potential of space to fuel economic growth  and industrial competitiveness, a task that has gained in importance in recent years  as a new paradigm has deeply transformed the landscape, giving birth to New Space.  Driven forward by the disruptive methods of new players from the digital sphere  and sustained by massive investment, this shift is bringing space to greater numbers  with a wealth of data feeding into ever more innovative applications. In this context,  CNESs role is to help the French space ecosystem move with these  new trends and stay competitive. As French industrys longstanding  partner, we are extending and stepping up our support   to all areas of the private sector.GALILEOEVER MORE RELIABLE, EVER MORE PRECISEIn late 2021, two new satellites joined the Galileo constellation,  which will have 24 operational satellites in orbit by the spring of 2022.  Europes satellite navigation system already offers the best service on  the market: with one-metre accuracy, Galileo is twice"
0,France CNES Policy 2022,11,"as good as GPS  and provides positional fixes for more than two billion smartphones.  Declaration of initial Galileo High Accuracy service and Open Service  Navigation Message Authentication (OSNMA)two free services geared towards applications requiring an accuracy of up to 20 centimetres  and authenticated Galileo datais expected in 2023. These evolutions  will benefit many sectors such as agriculture, geomatics, rail, road transport, shipping and aviation.CNES operates Galileo search-and-rescue resources on behalf of the  EU Agency for the Space Programme (EUSPA). This EU contribution to  COSPAS-SARSAT now enables distress calls to be detected and located anywhere in the world in a matter of minutes. We are also coordinating  for EUSPA the independent assessment of Galileo and EGNOS navigation performance, involving 13 EU nations and Norway.Space data enable development of new services that are revolutionizing applications and are set to do so even more in the future.  With its public and private partners, CNESs role is to qualify these  data and ease access and uptake across all sectors. We are thus helping to seed and mature a data-driven economy in France and Europe.Space data:  the black gold of  the 21st century11APPLICA TIONS & DA T A12ARGOS 4  WATCHING OVER NATUREAfter spacecraft buses for microsatellites weighing less than 200 kilograms and for those under 50 kilograms, the NESS demonstrator to be launched in the second half of 2022  is scaling down even further to just five kilograms.  Built by start-up U-Space with CNES as prime"
0,France CNES Policy 2022,12,"contractor,  this nanosatellite will validate technologies in orbit designed  to detect and locate ground sources of interference thanks  to a miniaturized instrument developed by Syrlinks.Operated by Kineis, a subsidiary of CLS based in T oulouse, the Argos system  and its transmitters support numerous applications like measuring variations  in ocean temperature, currents and salinity, monitoring volcanic activity,  tracking ice cover and wildlife migration, and supporting shipping. In 2022,  the first two instruments of the next Argos 4 generation will be sent into orbit  with the Oceansat3 (ISRO) and HopS (NOAA/USAF) satellites, designed for marine biology and ocean-observing and monitoring applications. Argos 4s objective  is to assure continuity of the Argos 2 and Argos 3 missions while improving performance and capacity.A MINIATURIZED TECHNOLOGY DEMONSTRATORNESSALL SET FOR LAUNCHFAST FACTCreated in 1978  on the initiative of CNES and the U.S. National Oceanic and Atmospheric Administration (NOAA), Argos remains the only global  satellite-based location and data collection system of its kind dedicated to studying  and protecting the environment.APPLICA TIONS & DA T ATELECOMSTELECOMS  ELECTRIC BUSES TAKE OFFAll-electric satellites have revolutionized space communications,  a shift that CNES has anticipated through its support for French  manufacturers, notably its Electrification and NEOSAT programmes funded by the governments PIA future investment programme.  After the launch in late 2021 of SES-17 and Syracuse 4A, 2022 will see the launches of two satellites built around Thales Alenia Spaces Spacebus-Neo platform, while HotBird 13F will be the first satellite based on Airbus"
0,France CNES Policy 2022,13,"Defence & Spaces Eurostar NEO spacecraft bus.French primes have achieved a record 50% sharein numbers  of satellites orderedof the commercial GEO satcom market over  the last five years, rising to 70% if only fully open competitive bids  are taken into account. These very good results are down notably to the support for satcom innovation provided by CNES and the PIA future investment programme, which have helped Airbus Defence & Space and Thales Alenia Space to offer flexible and competitive products closely tailored to operators needs at a time when market forecasts remain very uncertain.SPACE 13ARGOS TRANSMITTERS ARE  CURRENTLY TRACKED BY 7 SATELLITES.2 - HotBird 13F and 13G electric satellites2Earth observation, communication and telecoms are just  some of the limitless potential applications of space.  Our job at CNES is to bring together entrepreneurs from  very different horizons to spawn new services.  This is the philosophy behind our Connect by CNES initiative, which is fostering exchanges with other sectors, initiating competitions and calls for projects, leveraging funding and forging ties with incubators and competitiveness clusters.In 2022, Connect by CNES is continuing to support the downstream sector and the environment, mobility and health domains. It will be putting special emphasis on developing activities upstream, notably deployment of infrastructures  in low Earth orbit, as well as on readying the French  ecosystem for future lunar exploration.www.connectbycnes.frTaking up  the New Space challengeFuelled by massive investments and disruptive innovations, New Space has reshaped the space landscape, quickening the pace of technological "
0,France CNES Policy 2022,14,"and industrial change and spawning new applications. We are now seeing an  economic revolution equivalent to that of the Internet in the 1990sa revolution that CNES is irrigating and supporting through its Connect by CNES structure.  Our message to all is clear: we want to hear your new ideas!14CONNECT BY CNESSPACE WORKING FOR YOUNEW SPACECOSMICAPIT ALFIRST CAPITAL-INNOVATION FUND DEDICATED  ENTIRELY TO NEW SPACESPACEFOUNDERSTURBOCHARGING START-UPSAs it shifts towards a space as a service model, the space industry  today offers some great opportunities to be grasped. Led by Karista,  CosmiCapital is an innovation investment fund with 38 million at its disposal designed to incubate French and European New Space champions.  It is being funded notably by CNES, as its initiator, and by the FNA 2 seed fund managed on behalf of the government by public investment bank Bpifrance under the PIA future investment programme, and in partnership with the European Space Agency (ESA).Initiated and co-managed by CNES and Bundeswehr University Munich (UniBw), the SpaceFounders  programme is supporting the best and brightest European space tech start-ups. In 2022, two classes  of ten start-ups each will be receiving ten weeks of coaching and support in T oulouse and Munich.  Candidates selected will get specific mentoring from world-class experts, preferred access to public  and private funding, CNESs extensive network and infrastructures, and support from exclusive partners like ESA and the German space agency DLR.SPACE TECH START-UP  EVERY WEEK IN FRANCE.CNES AND ITS  PARTNERS ARE HELPING TO  CREATE1516CNES 2"
0,France CNES Policy 2022,15,"  22Space is instrumental in assuring France and Europes strategic independence.  T o strengthen Frances national sovereignty, CNES is working to ready the launchers  of the future and to fly Ariane 6, the latest in the Ariane line, while also making  the Guiana Space Centre the worlds leading spaceport.At the same time, we are assisting with the ramp-up of operations at the  new Space Command to give the nation the military space capabilities needed  to protect our space assets.17ARIANE 6PRIMED FOR LAUNCHAs the new spearhead of Europes space effort, Ariane 6 will afford a launch system that allies  performance, flexibility and competitiveness  to cover both institutional and commercial needs.Conceived with new generations of satellites  in mind and offering an upper stage restart  capability, Ariane 6 is a modular launcher that  employs two or four solid-rocket boosters to orbit mid-sized to large payloads. CNESs Launch Vehicles DirectorateDLA, now the Directorate of Space Transportation (DTS)and its industry partners have designed ELA-4, a made-to-measure launch complex at the Guiana Space Centre (CSG). Based on an eco-design concept and combining the best elements of the other launch pads at the base, it was officially inaugurated at the end  of September 2021. Combined tests now mark  the final step to subject the launch system  to real-life conditions with a dedicated launcher. Ariane 6 will be making its maiden flight in 2022.FAST FACTCNESs first ever mission  was to find a site for a space launch facility. "
0,France CNES Policy 2022,16,"It chose French Guiana, and 60 years later  ELA-4 is the ninth launch pad built by  the agency at the CSG.  We are also currently refurbishing the former  Diamant launch pad to conduct tests on  the Callisto reusable launcher stage and to  accommodate micro-launchers.Ariane 6  & future launchersWith Ariane 6 set to make its maiden flight in 2022, CNESs number  one goal with the launchers manufacturers is to ensure its success in  a fiercely competitive market and to maintain an independent launch capability.  Other dedicated teams are working on the launchers of the future.LAUNCHERSREDUCTION IN LAUNCH  COSTS FOR ARIANE 6 VERSUS ARIANE 518VEGA-CCOMPANION TO ARIANE 6CSG-NGSIGHTS ON THE FUTUREWith its maiden flight planned for 2022,  the C variant of the Vega light launcher will  increase its lift capacity while reducing costs,  a feat accomplished largely thanks to the  new P120C stage, which CNES was closely  involved in developing and qualifying.  This booster, which serves both as the first  stage for Vega-C and as a strap-on for Ariane 6,  will be key for Europe to keep pace in a highly competitive arena.A space launch base has a direct bearing  on how competitive its launchers are.  Through refurbishments and innovations,  the CSG is pursuing its modernization started  in 2020 and making the transition to renewable energies. Thanks notably to 4.0 technologies,  its facilities and operating processes will gain  in flexibility to meet the"
